Texto,Etiquetado
"Agreguen la carrera Ing de Redes para modalidad pregrado regular, no solo en EPE",Negativo
@upcedu  @generacion_upc  @internationalupc estimados me vienen reventando el celular ( 35 llamadas) desde hace 2 días con llamadas para vender sus servicios. Que les pasa??! Esa es forma de vender o hacer marketing????,Negativo
Deberían apertura la carrera Administración y Finanzas en campus Villa ?? @generacion_upc @upcedu @upc,Neutro
@itsnotemily.22,Neutro
????????????????????,Positivo
Mamá me cambio de carrera bais,Neutro
@ana.aguilarc la putamadre,Negativo
@marcelaapar ??,Negativo
@lizbethmezahervias. Te lo dije!! Pero atenta ??,Positivo
@gaby_paola13 estás segura que solo es para los nuevos ingresantes? O sea solo el primer ciclo? ????,Positivo
@patsycabero16  @msclauuh @gaby_paola13 @ann_722410 ?????,Negativo
@naty_tarazona ??????,Neutro
????,Positivo
@kparedes0403  por si acaso ??????,Positivo
Y qué pasó con la carrera de Traducción e Interpretación??,Positivo
@deis.acosta,Neutro
Eso explica la construcción del 8vo piso :v,Neutro
????,Positivo
Para cuando  la de gastronomía  xfavor??,Positivo
@josebarba1214 klk???,Neutro
"@fitsumac qué gente, si no hay nadie allá",Negativo
No!!!!!! YA NO MÁS GENTEEEE!!!!! ??????????,Negativo
@beardless.95 ES EN SERIO? ?? Pero fácil para los nuevos ingresantes :(,Neutro
"@cynthiamdh no creo ah, para todos. Igual se abrirán cursos. Averigua!!!",Neutro
@cynthiamdh mira xd,Neutro
Como hago para cambiarme de sede?,Positivo
@sofia.arah :0000,Neutro
@fiorella_milla ah caray,Neutro
@denisselunaa ayyyy diosss me muero Crj lloro ????????,Neutro
@denisselunaa en serio?!??,Positivo
@militza_1301 con esa boca besas a tu madre?!,Neutro
@militza_1301 @caroart22 @laksmigutierrez ??????,Neutro
@fioavila_ sameee! ??,Neutro
@fioavila_ Jajajajaja más piña la tefa,Neutro
@lucc.20 @effie.cordova @edshnu KHAAAAAA,Neutro
Mucha gente ptmr,Negativo
Van a meter mas gente en san Miguel donde ya no entra ni un alfiler ??,Negativo
@gia_marciani no son 3?,Positivo
@omarpca1 con este 4 porque ya estoy a una semana de pagar matrícula xd,Neutro
Aunque igual serían 3 pensándolo bien xdd... Bueno 3 años tarde :'v,Neutro
@omarpca1 4 años tarde chesuu :'(,Neutro
@gia_marciani traspaso dices,Neutro
Cómo puedo cambiarme de sede?,Positivo
No,Negativo
??????,Negativo
@claudiolahura99 nopi tambn hay muchachos ??????,Negativo
Uy más cachimbas,Positivo
@val.sp.18 por eso están q ponen 2 pisos más en el C y el D :v,Neutro
???????? Y DONDE PIENSAN METER A ESOS NUEVOS ALUMNOS? EN EL TECHO?? SI ES AHI GENIAL AH!!,Negativo
@heidybarzola_11 mi momento a llegado,Neutro
@_ximest_,Neutro
Más gente ? ??????,Negativo
@dyannamf me cambio de carrera ??,Positivo
@francheees.04 YO TMB QUIERO MONTEEE,Positivo
@diana_acume Y EN MONTERRICO AÚN NO??????,Negativo
@saintsarely me mudo,Neutro
@vallmr2 Valeria trasladateeee??????,Neutro
@vallmr2 lloro:(((,Neutro
@saintsarely es enserio??????pq ahoooooraaa,Negativo
@vallmr2 ??????????,Neutro
@anelpgc los odio,Negativo
Rip @renataluna44,Neutro
@her.vc sabías?,Positivo
@mianiescobar no soy Villa corazón ??,Positivo
@luciacabrerav,Neutro
¿Cómo me puedo cambiar de sede ?,Positivo
@marcooelcrack te amo huevon ??,Positivo
@contrerasadrian06,Neutro
@marcooelcrack ????,Neutro
@angiechavez2121 que suerte ptmre,Positivo
@pieri_g_o,Neutro
@angiechavez2121 ????,Neutro
@pilar_moreano,Neutro
Ingeniería ambientallllllllll,Negativo
@luis_tatash  adiós chefsito,Neutro
@andrrea_natalia  veeeeen!!!!,Neutro
@mariaclaudiadesme go?,Positivo
"@sssebsss alalalala, bai microlife",Neutro
@luisrodrich123,Neutro
@itsvale5,Neutro
@analurodl JAJAJAA,Positivo
"@aanafabiolaa mamá, creo que me cambiare de carrera",Neutro
"@analurodl por la huevas no hay espacio para laboratorio , ni simulaciones ni nada de eso , al final los mandarán a VILLA JAJAJA",Negativo
@aarongurbillon a lo mucho Generales y eso que también hay lab en general así que ni idea ??,Neutro
@aarongurbillon ??????,Neutro
"@mejiablack._ ayyy??, a la hora en la que lo hacen??????, no puedo cambiar. Acabare en Villa ??.",Negativo
"@meystyle sí puedes haksha, solo debes solicitar traslado",Neutro
@meystyle,Neutro
Y para cuando ciencias? ??,Positivo
@reimi_jha LA PUTAMADREEEEEEEEEE,Negativo
@jennifer_escurra no me lo puedo creer jaja,Neutro
@ale.floresf ??,Positivo
@kiara.zumaeta si sabía pero es porlas,Negativo
@aarongurbillon,Neutro
@natysantiagorivera más cerca a tu casa ??,Neutro
@brunogonzalesg adivina a quien verás todos los días,Neutro
@milagros.alva99,Neutro
Comunicaciones en villa:),Positivo
@mayra.ale20 jajaja me quedo en villa amix,Positivo
@_xqc_25 agg tu viaje xd??,Neutro
@_xqc_25 cambiate de sede !!,Negativo
@danieladdelgado omg,Neutro
@joshelynriveraa ??,Neutro
Orgullo UPC ??,Positivo
????????,Positivo
??,Positivo
Quisiera información de la universidad,Positivo
@ariana_gomero_  somos el éxito xD,Positivo
Mi UPC ??????,Positivo
@kevin.ataurima,Neutro
??????????,Positivo
@alexandra.ics hermana somos upc ????,Positivo
I ?? it!!! ????????,Positivo
?????,Positivo
????????,Positivo
"Cómo le digo a mi mamá? Exígete, Innova xDD",Positivo
@edwardespitia.ad298 que esperas xdd,Neutro
Y en el ranking internacional todavía falta mucho.,Negativo
????,Positivo
????,Positivo
???????? Orgullosamente upcina,Positivo
Y a nivel mundial en que puesto están?,Positivo
@karintm_20,Neutro
????,Positivo
#orgulloupc ????,Positivo
Woow me gusta ?? i lobr ups xd,Positivo
#OrgulloUPC ????,Positivo
No lo sé Rick,Neutro
Me siento orgulloso de pertenecer a la familia UPC??,Positivo
no era la upch o la pucp?,Positivo
@diegopranks solo cachan en el baño ??,Negativo
@lucaszevallos,Neutro
@fiomartinez22 ??,Positivo
@dianatalaverano28 ?,Positivo
Simplemente  UPC,Positivo
"Orgullosamente UPC,",Positivo
La mejor unisersitu ya i speak english,Positivo
The best unisersity,Positivo
??UPC??,Positivo
??ABIGAIL??,Positivo
??????,Positivo
"@fergrillo28, mira ya",Neutro
????????,Positivo
@magui_gomezc ufff,Positivo
@leticiamariaramirez ??,Positivo
"Yo tengo dos, uno de mi pregrado y otro del posgrado :)",Positivo
Yooo. Mi San Fernando querido ?? UNMSM,Positivo
???????? aquiiii yooo ????????????????????,Positivo
Yo!??,Positivo
Yoooo,Positivo
Obviamente yo ??????,Positivo
YOOOOOO????,Positivo
en mi graduación ????,Positivo
El mio no es así como ese es diferente y nos lo dieron en la graduación. Ese está mas bonito.,Positivo
Yooooo????,Positivo
Yoo ???????,Positivo
Yop,Positivo
Yoooo??,Positivo
Yo ???????,Positivo
Yo,Positivo
Yo,Positivo
Yop??,Positivo
"Yo, pero todo dorado ??",Positivo
????yo!??,Positivo
Yo no :(,Positivo
????,Positivo
??,Positivo
??,Positivo
Confirmo?????,Positivo
yoooo ????????,Positivo
??,Positivo
@jesus_solher cuando te gradúas en San Marcos te dan uno??????,Positivo
@jesus_solher tambien cuando sales a representar a san marcos deportivamente ????,Positivo
Donde se consigue?:(,Positivo
??,Positivo
@marioaponteg ???????????????????????? bienvenido cachimbo??,Positivo
@marioaponteg JAJAJAJAJA con fé te dan el 2022????,Positivo
Yo no mi mochila de cachimbo tengo csmre :) soy cachimbo virtual,Positivo
@ls.ventura Tomodachi si tengo una a color.,Neutro
"??Yo quiero,  @sparkiest_melody tu tienes ?",Positivo
"@felixyaile todo esfuerzo tiene su recompensa, cuando te gradúas te dan uno??????",Positivo
"Yo no uu pero quisiera tenerlo:') , cuando ingrese ????",Positivo
"Yo no, hagan un sorteo ??",Positivo
@stefany.pompilla yo lo tengo más grandecito y en doradito ?? habrá graduación?,Positivo
@mirta_esquivelg yo tengo el de mi hermana ??????????,Neutro
@mirta_esquivelg las sin graduacion ??,Neutro
@renato_garibay quisiera :c,Positivo
@leidy_mosqueira tú tienes? ??,Positivo
@nilton.zevallosc ??,Neutro
@kamilaa_ic A ver pues xd,Positivo
@cenizadescorpio hermoso ??,Positivo
@andxacosta,Neutro
¿CUÁNDO SALE CACHAY Y HOWARD? ¿Hasta cuándo seguiremos pasando esta vergüenza?,Negativo
@lizbeth.evelinh gracias mi amor??,Positivo
@alonso.s12 ??,Neutro
Yo. #FueraCachay,Negativo
"@ale_mf20 guardadito, recuerdo de mi graduación??",Positivo
@ivanastephany  y tú pin?,Positivo
@pamela.o23 oww q tiempos mi Pame ??,Positivo
Nuestra graduación en el 2018 @luzbirreo ??,Positivo
@cchrisdiaz que bonito,Positivo
@migueldiaztejeda,Neutro
@deyvioscar jajaja casi 10 años en la facu y ni eso ??????,Positivo
@chrysalis_ray  jajajajajaja tampoco 10 años wey,Neutro
Yo no ??,Positivo
@josearroyosanchez,Neutro
Yo quiero donde lo consigo ????,Positivo
@noass.69 ??,Positivo
@sepronunciadeif te amo ??,Positivo
#RenunciaCachay,Neutro
Yo quiero uno??,Positivo
Cómo lo obtienes ?,Positivo
Yo????????,Positivo
Eu,Neutro
???????,Positivo
Lo quiero . Donde lo consigo ?,Positivo
Me ??,Positivo
lo de base 20,Neutro
Yo,Positivo
Yooo ????,Positivo
??Amo!!,Positivo
No me dieron ??,Negativo
Yooo ??,Positivo
Donde se consigue?,Positivo
Goals ????,Positivo
Yo??,Positivo
?????????,Positivo
"Yo no, me lo regalas???",Positivo
Yo ??,Positivo
Yo.,Positivo
?? Solo los graduados ????,Positivo
Yo tengo mi polera,Neutro
?????,Positivo
Alguien que lo venda??,Positivo
??,Positivo
Yoooo ??,Positivo
¿Dónde venden?,Positivo
Yoooo ??,Positivo
@veronicazevallos29gmail.com_ ??,Positivo
Yo,Positivo
"Algún día, algún día:(",Positivo
Yo ??,Positivo
Infaltable ??,Positivo
?????,Positivo
??,Positivo
Yo ??,Positivo
Lo regalaran (o cobrado en el trámite documentario) al egresar o titularse al menos :'v,Neutro
Siempre lo quise pero no he sabido donde conseguirlo ??,Positivo
"Yo no :,V",Neutro
De mi graduación pero no de ese color,Neutro
Yooooooooooo,Positivo
??,Positivo
Necesito. ??,Positivo
???????,Positivo
Yop??,Positivo
...???????UNMSM???,Positivo
:'v base covid??,Neutro
Yo! ??,Positivo
Yo ??,Positivo
Yo :3,Positivo
San Marcos ahí voy:(,Positivo
Yoo??,Positivo
Ñoqa,Neutro
Yo! ??,Positivo
Lo tienes @huallpartupagallegos ..??? ????????????,Positivo
???????,Positivo
Yo,Positivo
Yooo,Positivo
Yo ??,Positivo
"Qué méritos se requiere para conseguirlo?, quiero uno de esos ??",Positivo
Yo ??,Positivo
Yo???? #FueraCachay,Positivo
Yoo,Positivo
yo!!!,Positivo
Yopiiiii,Positivo
Yo.. Pero no lo encuentro :'c,Positivo
??,Positivo
"Yo quiero un, perdí el que tenía, dónde lo consigo?",Positivo
"La tengo en un solo color, dorado.",Neutro
Lo perdí ??,Positivo
Yo ???????,Positivo
Y muchas de las mujeres de @amecomexperu ??????,Positivo
Donde los venden? O los dan cuando al finalizar la carrera ??,Positivo
"Como se pueden conseguir? , Aunque también se puede mandar hacer no?.",Positivo
Yo quiero!!,Positivo
Necesito uno de esos ....????,Positivo
Yo ??????,Positivo
?? @unmsm_ yo ?? #SanMarquina presente ??,Positivo
??,Positivo
??,Positivo
Vendoo.... lleve lleve casero!! ... Xddd.,Neutro
Cómo se consigue??,Positivo
??,Positivo
Cuando renuncia el rector?,Negativo
San Marcos es hermosa pero los innombrables que la manejan un desastre...,Negativo
?? Yo ??,Positivo
Siii. Lo guardo con todo orgullo! ??,Positivo
Tengo un pin de la UNMSM pero no ese,Positivo
Yo ??,Positivo
Yo ??,Positivo
Quiero unooooo??,Positivo
?????????,Positivo
??Yo??,Positivo
??????????,Neutro
Yooooo ??,Positivo
Yo tengo de oro y no digo nada,Negativo
Yo,Positivo
!Hermoso Pin! de mi Alma Mater.,Positivo
????????,Positivo
?? ?? UNMSM,Positivo
Obveo que yop uwu,Positivo
Yooooo ??,Positivo
??,Positivo
??,Positivo
"Yo quiero, donde lo consigo?",Positivo
?????,Positivo
Yoooo ??,Positivo
"@ruben_evn ???? tengo el mío del colegio de psicólogos, pero yo no participé de la ceremonia de graduación, que es electiva... Donde parte del paquete incluye el pin... Pero sería lindo tener uno así los 3 al terminar tú la carrera?? o no? @samanthacayor",Positivo
"""... Que es electiva y por eso no tengo ese pin...""",Neutro
@yosoy_gigi siii,Positivo
@yosoy_gigi tú ??,Positivo
Yo lo tengo y muy bien guardado,Positivo
Yo ??,Positivo
"¿Cuántas vacunas a cambio? #FueraCachay btw, está bonito el pin",Positivo
????,Positivo
Yoooo ??,Positivo
??,Positivo
Ya pero Cachay debe renunciar,Negativo
"PIN O SORTIJA, donde puedo contactar",Positivo
Guardado en el baúl ????,Positivo
@lewes_isabel cuando egresemos uwu,Neutro
Yooo,Positivo
Yoooooo,Positivo
??????,Positivo
Yo! ??????,Positivo
@jose.px.35 así quiero ??,Positivo
"Me gustaria tener ese pin ,como lo puedo obtener????",Positivo
Yo????????,Positivo
"Uno de SM, de la graduación y otro pin de la facultad.",Neutro
???? YOOO OBVIO¡¡¡ EL MÍO ES TODO DORADO¡¡¡??,Positivo
Yo tengo 2 ??,Positivo
No tengo,Neutro
Yo todavía no tengo...??,Positivo
Yalaa :),Positivo
Yo??,Positivo
¿Cómo lo consigo?,Positivo
Wow,Positivo
Yoooo,Positivo
La tendré cuando ingrese :v,Positivo
??,Positivo
Dónde lo venden ?,Positivo
Yo,Positivo
Yooooooo,Positivo
@hugobuee pronto,Neutro
Nunca los merecimos. Gracias por tanto,Positivo
"Jaja 20 so el pack, delivery a SMP está 12 so pero si somos varios se reparte este precio :v",Neutro
"@kendallavi hola, yo soy smp",Neutro
@another_heart_broken escríbeme al DM,Neutro
@kendallavi cuánto están? jaja,Positivo
"Si alguien vive por Smp, escríbanme al DM para juntarnos para el delivery. No es broma :v",Neutro
??,Positivo
Que hermosa iniciativa!!,Positivo
AMOOOOOOOOO ???? ????,Positivo
"??????hermosos, buena mi sanmarcos",Positivo
??,Positivo
Que buena iniciativa ??????,Positivo
??????,Positivo
Quierooo,Positivo
????????,Positivo
HERMOSO! ??,Positivo
"Me encanta, los.quiero todos y si es para ayudar a más perritos con mucha mayor razón, ellos nos necesitan ??",Positivo
Imagina tener toda una universidad y ni un solo estudiante tomar responsabilidad por ti.,Negativo
@rocioayt si hay número de yape y cuenta de bcp en las publicaciones de @refugiosanmarquino,Positivo
Deben poner numero yape o cuenta bcp para donar algo.,Negativo
Lobita ??,Positivo
@dayanexer x2 ?????,Positivo
Lobita falleció? ??,Positivo
@mary_dp26  para las dos uwu,Neutro
@angieae24 me compras uno? ????,Positivo
@ivonnerimachi27 yo también quiero:((((,Positivo
@danielamald30 weeeeeee quiero,Positivo
"@joaquinfaridalvarezluna compremos los pines, amor uwu",Neutro
"@unicornqlia llego, luego elegimos cuales :'",Neutro
"@joaquinfaridalvarezluna amor, está bien uwu",Positivo
"@unicornqlia amor, creo que sería una buena idea apoyar, además un par de los pines se ven piola :'",Positivo
@joaquinfaridalvarezluna :'),Positivo
@luisjisus1311 ?? nos comprarás ?,Positivo
@luisjisus1311 gracias por el obsequio ?,Positivo
@daniko.02 @darevil_rose @kimberly_moshe,Neutro
@estefanyac_ perrovaca ??????,Neutro
@deybit30,Neutro
@misha_desu ouw??,Neutro
@kathyycm,Neutro
@another_heart_broken llego pues,Neutro
@marvie04 @belenjauregui2 @jorgenriquec @mendoza_michaell ??,Positivo
@raul_reyes_a @aromatq_,Neutro
@andresniq oww perrita vaca??,Positivo
@cniquechacon,Neutro
"@et_wahl es una muy buena iniciativa, si estuviera trabajando :(",Positivo
@ahoki_david1810 uu,Neutro
@rosavanesa01 Es hora de confesarte que no me caía bien Perrovaca,Negativo
@otrodiaenlaescuela ??,Neutro
@otrodiaenlaescuela ????,Positivo
@elenaq04 q sad amix ?? x2,Neutro
@patrick.santos.perez quería conocerla ??,Positivo
"@alfrebr8 ?? la ví de lejos, eso cuenta! ??",Neutro
@merito22_  nunca la conociste sanfef,Negativo
